	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000158480	114.095852074103	1.35674270943556	0.375672367559276	3.61150520132808	0.000304424977325158	0.00651114792453855	SPATA2	ENSG00000158480	SPATA2	protein_coding	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]	20	49903391	49915529	-1
ENSG00000180801	1633.11759518482	-1.05908224844854	0.293426673260844	-3.60935915156924	0.00030695438414381	0.00654459243891428	ARSJ	ENSG00000180801	ARSJ	protein_coding	arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]	4	113900284	113979727	-1
ENSG00000220205	299.598920063208	1.09958732983299	0.30464633516935	3.60938965250225	0.000306918297262034	0.00654459243891428	VAMP2	ENSG00000220205	VAMP2	protein_coding	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	17	8159149	8163546	-1
ENSG00000227036	3006.64070190531	1.26470616695592	0.350501692081934	3.6082740697876	0.00030824077589921	0.00656446562742594	LINC00511	ENSG00000227036	LINC00511	lncRNA	long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]	17	72290091	72640472	-1
ENSG00000167118	355.267406624299	0.918989681826023	0.254823021520087	3.60638405566344	0.000310493496255332	0.00660453113893981	URM1	ENSG00000167118	URM1	protein_coding	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	9	128371319	128392016	1
ENSG00000207088	155.924728940552	1.22390558213994	0.339398808060302	3.60609864582224	0.000310835014742849	0.00660453113893981	SNORA7B	ENSG00000207088	SNORA7B	snoRNA	small nucleolar RNA, H/ACA box 7B [Source:HGNC Symbol;Acc:HGNC:32593]	3	129397210	129397348	-1
ENSG00000150275	324.227291120264	2.96181344902773	0.822538386593675	3.60082094319427	0.000317213990119733	0.00673234915113219	PCDH15	ENSG00000150275	PCDH15	protein_coding	protocadherin related 15 [Source:HGNC Symbol;Acc:HGNC:14674]	10	53802771	55627942	-1
ENSG00000188985	129.569331261739	-1.47102188080952	0.408900397898893	-3.59750660153001	0.000321282344052348	0.00681089161396099	NA	ENSG00000188985	DHFRP1	processed_pseudogene	dihydrofolate reductase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2862]	18	26170726	26171284	-1
ENSG00000059122	537.829182098884	-0.830068962012066	0.230787064790007	-3.59668754731703	0.000322295231970278	0.00682455549479464	FLYWCH1	ENSG00000059122	FLYWCH1	protein_coding	FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404]	16	2911937	2951208	1
ENSG00000137764	404.042989669895	0.921863442609208	0.256384049274985	3.59563492821062	0.000323601348297968	0.0068365858395265	MAP2K5	ENSG00000137764	MAP2K5	protein_coding	mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]	15	67542703	67807117	1
ENSG00000161021	465.283201854504	1.01431502730733	0.282092008884415	3.59568862414298	0.00032353460129649	0.0068365858395265	MAML1	ENSG00000161021	MAML1	protein_coding	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]	5	179732822	179777283	1
ENSG00000183337	1300.76515760592	0.762740956031437	0.212285840066881	3.59299026157908	0.000326904809953236	0.00689851061368286	BCOR	ENSG00000183337	BCOR	protein_coding	BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]	X	40049815	40177329	-1
ENSG00000006704	481.033195178494	1.05873710253432	0.294853565333032	3.59072172431931	0.000329763567156641	0.00695092078757481	GTF2IRD1	ENSG00000006704	GTF2IRD1	protein_coding	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	7	74453790	74602604	1
ENSG00000155660	28052.7645643465	-0.778871507684288	0.216997806114158	-3.5893059088097	0.000331559583401147	0.00698083631960961	PDIA4	ENSG00000155660	PDIA4	protein_coding	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]	7	149003062	149028662	-1
ENSG00000115977	1130.03364988049	0.6888752922129	0.19197504286728	3.58835857996993	0.000332766413210292	0.00699829296703779	AAK1	ENSG00000115977	AAK1	protein_coding	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	2	69457997	69674349	-1
ENSG00000104763	4178.36191062395	-0.694571362823355	0.193653333836617	-3.58667392428864	0.000334922705253396	0.00703565519607133	ASAH1	ENSG00000104763	ASAH1	protein_coding	N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]	8	18055992	18084998	-1
ENSG00000091136	4673.78899251628	1.01235770931168	0.282418623449824	3.58459968732034	0.00033759560454494	0.00707872863092975	LAMB1	ENSG00000091136	LAMB1	protein_coding	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]	7	107923799	108003187	-1
ENSG00000116273	433.47915920382	0.854191309758678	0.238320030320289	3.58421954130626	0.000338087626471945	0.00707872863092975	PHF13	ENSG00000116273	PHF13	protein_coding	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	1	6613731	6624030	1
ENSG00000188223	18.0414807389712	-3.09061678818191	0.862290341033224	-3.58419506877305	0.000338119324178154	0.00707872863092975	NA	ENSG00000188223	AD000671.1	protein_coding	novel protein	19	35745678	35754519	1
ENSG00000134871	12784.3374313135	-0.674309527984073	0.188256402449644	-3.58186770388561	0.000341146549057304	0.00713404431256628	COL4A2	ENSG00000134871	COL4A2	protein_coding	collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]	13	110305812	110513209	1
ENSG00000107295	94.3090619532114	2.15678407910082	0.602366764490327	3.58051640004693	0.000342915818119859	0.00716295859991516	SH3GL2	ENSG00000107295	SH3GL2	protein_coding	SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]	9	17579066	17797124	1
ENSG00000155380	9712.64813768	-0.716652860026661	0.200206598189744	-3.57956664019364	0.000344164476420318	0.00718094529179691	SLC16A1	ENSG00000155380	SLC16A1	protein_coding	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	1	112911847	112957013	-1
ENSG00000164056	8908.25458561642	-1.01134510342851	0.282560690749281	-3.57921372837345	0.000344629535832951	0.00718256022487393	SPRY1	ENSG00000164056	SPRY1	protein_coding	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]	4	123396795	123403760	1
ENSG00000224189	24.5449828108814	2.67852546802238	0.74857638277193	3.57815919613169	0.000346022680262403	0.00720349238191214	HAGLR	ENSG00000224189	HAGLR	lncRNA	HOXD antisense growth-associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43755]	2	176164051	176188958	-1
ENSG00000260007	165.867687080815	1.57086166691256	0.439848119561446	3.57137292863454	0.00035511483034449	0.00738447539463829	NA	ENSG00000260007	AC107871.1	protein_coding	novel protein	15	68184032	68229718	-1
ENSG00000113407	5650.64141887724	-0.702949513987958	0.196860994522289	-3.57079123619061	0.000355904482337772	0.00739259893358099	TARS	ENSG00000113407	TARS	protein_coding	threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:11572]	5	33440696	33469539	1
ENSG00000260027	110.994394871413	1.32891499672789	0.372267047795786	3.56978949546158	0.000357268203326884	0.0074126150853757	HOXB7	ENSG00000260027	HOXB7	protein_coding	homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]	17	48607227	48633572	-1
ENSG00000088256	2910.98810463479	-0.641827684149753	0.179913971072412	-3.56741436100829	0.00036052114875457	0.00747139165290017	GNA11	ENSG00000088256	GNA11	protein_coding	G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]	19	3094362	3123999	1
ENSG00000141279	3731.94143674404	0.683376847702856	0.191575907905255	3.56713354604496	0.000360907573906825	0.00747139165290017	NPEPPS	ENSG00000141279	NPEPPS	protein_coding	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]	17	47522942	47623276	1
ENSG00000118231	32.0824192860691	2.48472941851876	0.697052839796762	3.5646213266174	0.000364381872650236	0.00752649647320355	CRYGD	ENSG00000118231	CRYGD	protein_coding	crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411]	2	208121607	208124524	-1
ENSG00000185989	3279.46689258988	-0.767104869853352	0.215193931957399	-3.56471422254236	0.000364252846443209	0.00752649647320355	RASA3	ENSG00000185989	RASA3	protein_coding	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	13	113977783	114132623	-1
ENSG00000078295	92.5071862562322	2.25177181998697	0.631939218956424	3.56327278390082	0.000366259727422778	0.00755685994397464	ADCY2	ENSG00000078295	ADCY2	protein_coding	adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]	5	7396208	7830081	1
ENSG00000130939	1367.26990955426	0.877417845653144	0.246285583922006	3.56260334722232	0.000367195279578218	0.00756773541715821	UBE4B	ENSG00000130939	UBE4B	protein_coding	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]	1	10032832	10181239	1
ENSG00000144810	1697.22512689043	-1.14635869497228	0.321833522851799	-3.5619617397662	0.000368094036260985	0.00757143393200585	COL8A1	ENSG00000144810	COL8A1	protein_coding	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	3	99638475	99799226	1
ENSG00000181827	3259.36728209608	0.697271859426432	0.195758850842291	3.56189187066783	0.000368192032207322	0.00757143393200585	RFX7	ENSG00000181827	RFX7	protein_coding	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]	15	56087280	56243266	-1
ENSG00000157837	1084.91557171749	0.758694487880369	0.213047447677699	3.56115267350272	0.000369230299388223	0.00757596787050386	SPPL3	ENSG00000157837	SPPL3	protein_coding	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]	12	120762510	120904358	-1
ENSG00000164188	71.0504581290731	-2.04454025254166	0.574108100910033	-3.56124612995498	0.000369098880621429	0.00757596787050386	RANBP3L	ENSG00000164188	RANBP3L	protein_coding	RAN binding protein 3 like [Source:HGNC Symbol;Acc:HGNC:26353]	5	36248434	36302114	-1
ENSG00000136854	847.557539889632	1.17059575407235	0.328777014083125	3.56045497078572	0.000370212794470578	0.00757976703381027	STXBP1	ENSG00000136854	STXBP1	protein_coding	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	9	127579370	127696027	1
ENSG00000168374	5479.1612338752	-0.646010577519124	0.181441211103646	-3.56044017557895	0.000370233655310789	0.00757976703381027	ARF4	ENSG00000168374	ARF4	protein_coding	ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]	3	57571363	57598220	-1
ENSG00000138081	2870.3189315329	0.67738362007359	0.190279460149204	3.55994083408914	0.000370938358032304	0.00758581224903149	FBXO11	ENSG00000138081	FBXO11	protein_coding	F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]	2	47789316	47905793	-1
ENSG00000084463	711.272433673172	1.07679196208808	0.302612915006538	3.55831462799536	0.000373242065715246	0.00762450826193173	WBP11	ENSG00000084463	WBP11	protein_coding	WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]	12	14784582	14803486	-1
ENSG00000050393	1796.37951236742	-0.693194703432598	0.194871108779909	-3.55719587050488	0.000374834672265068	0.00764694190224412	MCUR1	ENSG00000050393	MCUR1	protein_coding	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]	6	13786557	13814568	-1
ENSG00000144355	399.711196453782	1.31145954744193	0.36870195729613	3.55696388774146	0.000375165705372404	0.00764694190224412	DLX1	ENSG00000144355	DLX1	protein_coding	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	2	172084740	172089677	1
ENSG00000078403	1303.10131483085	0.761931696806892	0.214249990754523	3.55627411755586	0.000376151603736266	0.00765861199343465	MLLT10	ENSG00000078403	MLLT10	protein_coding	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]	10	21524646	21743630	1
ENSG00000091527	9037.33843412754	-0.64166139167	0.180584175941512	-3.55325370190699	0.000380497315583199	0.0077385886532662	CDV3	ENSG00000091527	CDV3	protein_coding	CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]	3	133573730	133590261	1
ENSG00000054793	4003.4479051424	0.673641488924295	0.189621985751232	3.55254949079616	0.000381517243745183	0.00774794912914701	ATP9A	ENSG00000054793	ATP9A	protein_coding	ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]	20	51596514	51768634	-1
ENSG00000274956	889.645859044318	2.63136484210075	0.740737355817154	3.55235876986105	0.00038179390948355	0.00774794912914701	UG0898H09	ENSG00000274956	NKAIN3-IT1	lncRNA	NKAIN3 intronic transcript [Source:HGNC Symbol;Acc:HGNC:48595]	8	62977861	62984900	1
ENSG00000125991	2101.57742995404	0.696361563878959	0.196167960832088	3.54982312567859	0.000385490057856357	0.00781137273376405	ERGIC3	ENSG00000125991	ERGIC3	protein_coding	ERGIC and golgi 3 [Source:HGNC Symbol;Acc:HGNC:15927]	20	35542021	35557634	1
ENSG00000214548	330.386586283108	-1.40471695448499	0.395735361879919	-3.54963718130207	0.000385762416418076	0.00781137273376405	MEG3	ENSG00000214548	MEG3	lncRNA	maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]	14	100779410	100861031	1
ENSG00000253368	1081.24274096905	-0.860466826283524	0.242532903462744	-3.54783542355811	0.000388410837211255	0.00785641483826433	TRNP1	ENSG00000253368	TRNP1	protein_coding	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	1	26993692	27000886	1
ENSG00000168234	525.328817327832	1.05694465535477	0.297944638871764	3.54745317572129	0.000388974887348971	0.00785924396161585	TTC39C	ENSG00000168234	TTC39C	protein_coding	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]	18	23992773	24135610	1
ENSG00000064666	88.7461548725092	-1.58216913075122	0.446065098867678	-3.54694670075625	0.000389723427799347	0.00786579049048616	CNN2	ENSG00000064666	CNN2	protein_coding	calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]	19	1026586	1039068	1
ENSG00000197837	5271.94592704331	0.728419300953689	0.205384069951931	3.54662024724787	0.000390206620247023	0.00786697307936544	HIST4H4	ENSG00000197837	HIST4H4	protein_coding	histone cluster 4 H4 [Source:HGNC Symbol;Acc:HGNC:20510]	12	14767999	14771131	-1
ENSG00000153832	268.701040523089	1.25030041160449	0.352597438770033	3.54597133764194	0.000391168751261047	0.00786924497650889	FBXO36	ENSG00000153832	FBXO36	protein_coding	F-box protein 36 [Source:HGNC Symbol;Acc:HGNC:27020]	2	229922302	230013119	1
ENSG00000187109	7180.55199898743	0.727808527020107	0.2052428184471	3.54608522981131	0.000390999724380936	0.00786924497650889	NAP1L1	ENSG00000187109	NAP1L1	protein_coding	nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]	12	76036585	76084958	-1
ENSG00000082701	5687.74646964791	0.63469343935016	0.179149739954904	3.54280971610635	0.000395888245677903	0.00793025023071733	GSK3B	ENSG00000082701	GSK3B	protein_coding	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]	3	119821323	120094417	-1
ENSG00000116815	535.602091411585	-0.778805724354093	0.219792495450085	-3.54336813347188	0.000395050821134953	0.00793025023071733	CD58	ENSG00000116815	CD58	protein_coding	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	1	116514534	116571039	-1
ENSG00000162923	2938.63092996791	0.675566174168926	0.190678933091003	3.54295130152898	0.000395675761821726	0.00793025023071733	WDR26	ENSG00000162923	WDR26	protein_coding	WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]	1	224385143	224437033	-1
ENSG00000270885	115.119077397809	1.41733446575252	0.400061322515317	3.54279303193138	0.000395913291419124	0.00793025023071733	RASL10B	ENSG00000270885	RASL10B	protein_coding	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]	17	35731649	35743521	1
ENSG00000158941	1555.76361403335	0.930102905928378	0.262590285661534	3.54203090028712	0.000397058958373462	0.00794460948244439	CCAR2	ENSG00000158941	CCAR2	protein_coding	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	8	22604632	22621514	1
ENSG00000167625	119.074114236831	1.5037798892411	0.424673098567546	3.54102931010572	0.00039856929957139	0.00796472574464595	ZNF526	ENSG00000167625	ZNF526	protein_coding	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]	19	42220271	42228201	1
ENSG00000196305	15340.1833845885	-0.605906529879486	0.171121628816257	-3.54079454520669	0.000398924087382958	0.00796472574464595	IARS	ENSG00000196305	IARS	protein_coding	isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]	9	92210207	92293756	-1
ENSG00000250189	29.2930305504376	2.80251707696268	0.791610185213322	3.54027415173728	0.000399711582773599	0.00797185813307776	NA	ENSG00000250189	AC097504.1	processed_pseudogene	F-box and leucine-rich repeat protein 5 (FBXL5) pseudogene	4	141405172	141407586	1
ENSG00000072364	5992.39783951013	0.848409572726645	0.239837206044547	3.53743936030118	0.000404026950675049	0.00804925950764227	AFF4	ENSG00000072364	AFF4	protein_coding	AF4/FMR2 family member 4 [Source:HGNC Symbol;Acc:HGNC:17869]	5	132875395	132963634	-1
ENSG00000151692	809.26478291259	0.983778293439846	0.278158253218414	3.53675751863227	0.000405071383157568	0.00806139912689949	RNF144A	ENSG00000151692	RNF144A	protein_coding	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	2	6917412	7068286	1
ENSG00000196581	42.3595834126942	3.11460716846215	0.880778908834806	3.53619635667991	0.000405932852148487	0.00806987541266864	AJAP1	ENSG00000196581	AJAP1	protein_coding	adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]	1	4654732	4792534	1
ENSG00000169100	5276.47907748957	-0.649696885290225	0.183795567928983	-3.53488874955496	0.000407946872738963	0.0080931663536506	SLC25A6	ENSG00000169100	SLC25A6	protein_coding	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	X	1386152	1392113	-1
ENSG00000253552	133.828193031212	1.35017908844183	0.381960196893776	3.53486855285425	0.000407978053449355	0.0080931663536506	NA	ENSG00000253552	HOXA-AS2	lncRNA	HOXA cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43745]	7	27107777	27134302	1
ENSG00000071537	9189.52769221834	-0.715884652170314	0.202537089459991	-3.53458546323057	0.000408415336191448	0.00809317577428359	SEL1L	ENSG00000071537	SEL1L	protein_coding	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717]	14	81471547	81533853	-1
ENSG00000262526	18.1358586168512	4.09032034359201	1.15741861439365	3.53400255769591	0.00040931711760275	0.00810237986639289	NA	ENSG00000262526	AC120057.2	protein_coding	novel protein	17	7240427	7244635	-1
ENSG00000177679	18.4243595948792	3.11475153889197	0.881978941635131	3.53154864799541	0.000413133861306606	0.00816920403659424	SRRM3	ENSG00000177679	SRRM3	protein_coding	serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:HGNC:26729]	7	76201896	76287288	1
ENSG00000175567	126.935781597641	1.20245300283944	0.340524795310067	3.53117605355151	0.000413716282865083	0.00817199924192351	UCP2	ENSG00000175567	UCP2	protein_coding	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	11	73974672	73983246	-1
ENSG00000238961	372.221847955748	-0.851389950759012	0.241142257142731	-3.53065431520399	0.000414533127775751	0.00817941404838031	SNORA47	ENSG00000238961	SNORA47	snoRNA	small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]	5	77080434	77080571	-1
ENSG00000107105	455.318604350646	1.36911441402714	0.387904194257969	3.52951691240707	0.000416319094299695	0.00820591508423909	ELAVL2	ENSG00000107105	ELAVL2	protein_coding	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	9	23690104	23826337	-1
ENSG00000260850	102.83105128336	-1.35351124303055	0.383654600420644	-3.52794216867604	0.000418803644340501	0.00824611468899129	NA	ENSG00000260850	AC007344.1	lncRNA	novel transcript	16	51354456	51525157	-1
ENSG00000148143	4010.31458975166	0.777354252642156	0.220415934562413	3.52676068626989	0.000420676811135493	0.00827420377570957	ZNF462	ENSG00000148143	ZNF462	protein_coding	zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]	9	106863166	107013634	1
ENSG00000198728	577.653536037598	0.837706393728883	0.23758874082751	3.52586739090073	0.000422098266092862	0.00829335808501436	LDB1	ENSG00000198728	LDB1	protein_coding	LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]	10	102107560	102120453	-1
ENSG00000100105	785.438355066939	0.782908227397715	0.222250881990204	3.52263271302663	0.000427283054533006	0.008386335205919	PATZ1	ENSG00000100105	PATZ1	protein_coding	POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]	22	31325804	31346346	-1
ENSG00000169258	192.31825417519	1.01492338484547	0.288157692608676	3.52211102073114	0.000428124810555918	0.00839396453966142	GPRIN1	ENSG00000169258	GPRIN1	protein_coding	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]	5	176595802	176610156	-1
ENSG00000125089	185.603666710845	-1.46405475864064	0.415931744385832	-3.51993993822825	0.000431644531973272	0.00844739099458929	SH3TC1	ENSG00000125089	SH3TC1	protein_coding	SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]	4	8182072	8241803	1
ENSG00000207166	904.253969662562	1.05176518994488	0.2988081342998	3.51986799960947	0.000431761618732516	0.00844739099458929	SNORA68	ENSG00000207166	SNORA68	snoRNA	small nucleolar RNA, H/ACA box 68 [Source:HGNC Symbol;Acc:HGNC:10225]	19	17862588	17862720	1
ENSG00000204397	126.435395816543	-1.26049690366816	0.358330792230091	-3.51769072320966	0.000435319398947168	0.00850801458195478	CARD16	ENSG00000204397	CARD16	protein_coding	caspase recruitment domain family member 16 [Source:HGNC Symbol;Acc:HGNC:33701]	11	105041326	105101431	-1
ENSG00000213463	3230.31914427716	-0.692466857133141	0.196892534601216	-3.51697873429105	0.000436488750583301	0.00852187942129336	SYNJ2BP	ENSG00000213463	SYNJ2BP	protein_coding	synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]	14	70366499	70417090	-1
ENSG00000111206	2252.98142115594	0.9903209104992	0.28165246322613	3.51610953142668	0.000437920281195118	0.00853184749735346	FOXM1	ENSG00000111206	FOXM1	protein_coding	forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]	12	2857681	2877155	-1
ENSG00000185585	231.320907315289	1.52888287745824	0.434812710333476	3.51618717927008	0.000437792221301083	0.00853184749735346	OLFML2A	ENSG00000185585	OLFML2A	protein_coding	olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]	9	124777133	124814885	1
ENSG00000277258	214.53559167685	1.48025012406669	0.421104329109174	3.51516244726832	0.00043948506680597	0.00855333961951787	PCGF2	ENSG00000277258	PCGF2	protein_coding	polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]	17	38733898	38749817	-1
ENSG00000120049	89.0247417820898	2.40832176272742	0.68533122555588	3.51409898297572	0.000441248357382507	0.00857864592401163	KCNIP2	ENSG00000120049	KCNIP2	protein_coding	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	10	101825974	101843920	-1
ENSG00000207392	49.6578005978792	1.67938985262407	0.477946690018904	3.5137597721571	0.000441812177885314	0.00858060380698019	SNORA20	ENSG00000207392	SNORA20	snoRNA	small nucleolar RNA, H/ACA box 20 [Source:HGNC Symbol;Acc:HGNC:32610]	6	159780250	159780381	-1
ENSG00000196208	341.5284203162	1.2320202514996	0.350739522000404	3.51263594268735	0.000443684963494781	0.00860795288338356	GREB1	ENSG00000196208	GREB1	protein_coding	growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]	2	11482341	11642788	1
ENSG00000135480	28.2831520952831	-2.49040030471289	0.709129373887336	-3.51191248934015	0.000444894466906971	0.00861338002387915	KRT7	ENSG00000135480	KRT7	protein_coding	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	12	52232520	52252186	1
ENSG00000164543	7009.85686455434	-1.04121342863952	0.296464424075043	-3.51210244496643	0.000444576592544639	0.00861338002387915	STK17A	ENSG00000164543	STK17A	protein_coding	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]	7	43582758	43650713	1
ENSG00000119865	114.581206750715	1.686374896901	0.480515900736044	3.5095090387599	0.00044893479970501	0.00868253023897122	CNRIP1	ENSG00000119865	CNRIP1	protein_coding	cannabinoid receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24546]	2	68284171	68320051	-1
ENSG00000124225	4191.67745190862	-0.782386286511132	0.22304475466642	-3.50775470008809	0.000451905532159017	0.00873087142840696	PMEPA1	ENSG00000124225	PMEPA1	protein_coding	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	20	57648392	57711536	-1
ENSG00000178188	179.719172581088	1.15665419752685	0.329834022397966	3.50677649660797	0.000453569942340015	0.0087462519749126	SH2B1	ENSG00000178188	SH2B1	protein_coding	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]	16	28846600	28874212	1
ENSG00000197111	8417.08434338596	0.816452709798716	0.232824379563456	3.50673203265723	0.000453645733370629	0.0087462519749126	PCBP2	ENSG00000197111	PCBP2	protein_coding	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	12	53452102	53481162	1
ENSG00000178913	559.185237475052	0.801558950685895	0.228597980778441	3.50641308359925	0.000454189744561826	0.00874763782457538	TAF7	ENSG00000178913	TAF7	protein_coding	TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]	5	141260225	141320821	-1
ENSG00000145390	433.262574499276	-0.934427374971011	0.266582746090639	-3.50520575196304	0.000456254532319394	0.00877828034767781	USP53	ENSG00000145390	USP53	protein_coding	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]	4	119212587	119295517	1
ENSG00000172380	13253.5346885297	-0.734514694055159	0.209584844576516	-3.50461740465686	0.000457263899574591	0.00877946687183215	GNG12	ENSG00000172380	GNG12	protein_coding	G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]	1	67701475	67833467	-1
ENSG00000182199	9620.15480849916	-0.74250305860392	0.211851348407545	-3.50483045864567	0.000456898144237744	0.00877946687183215	SHMT2	ENSG00000182199	SHMT2	protein_coding	serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]	12	57229573	57234935	1
ENSG00000287355	31.6111270643325	2.18290114857204	0.623035369876917	3.50365525636735	0.000458919050100465	0.00880212438950457	NA	ENSG00000287355	AL451123.2	lncRNA	novel transcript, sense intronic to MOB3B	9	27495857	27498251	-1
ENSG00000179912	681.148415716075	1.01420955057928	0.289582267756871	3.50231924915651	0.000461226609411156	0.00883723538693889	R3HDM2	ENSG00000179912	R3HDM2	protein_coding	R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]	12	57253762	57431005	-1
